KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,location
944.746,2222.685,1705.814,939.221,939.221,0,778.571,241.648,98.039,76.474,779.477,0,274.438,817.569,223.471,52.263,16.623,115.77,0,406.951,0,0,0,0,0,643.121,2
0,559.976,0,608.111,608.111,0,0,0,68.267,0,0,66.884,62.301,43.098,14.635,0,133.505,25.17,0,0,0,151.051,0,0,0,634.635,1
1343.361,2751.417,2247.919,519.502,519.502,0,366.597,159.766,98.086,24.711,319.169,65.427,1221.981,1130.923,188.422,76.208,30.94,184.168,0,531.762,0,0,0,0,0,606.977,2
1258.243,0,3220.401,781.913,521.204,260.708,0,298.926,38.505,0,0,0,694.479,287.692,81.042,52.517,0,0,0,0,0,0,0,0,0,374.529,3
0,0,1260.173,578.992,578.992,0,586.622,61.339,57.681,15.04,158.921,0,583.263,264.856,109.721,98.889,96.906,0,0,16.699,0,0,0,0,0,574.356,2
0,930.565,0,785.039,785.039,0,0,0,71.771,95.234,0,130.596,1189.145,138.666,85.29,53.091,226.417,46.505,0,0,0,0,0,0,0,762.822,1
677.428,0,0,1940.455,1126.853,813.602,0,127.614,73.105,49.883,561.406,0,931.942,803.363,177.53,15.214,199.494,0,0,33.842,0,0,0,0,0,3536.134,1
2098.45,718.809,2335.626,241.655,241.655,0,0,342.705,0,0,0,0,137.193,756.588,100.275,100.275,32.423,29.832,0,0,0,0,0,0,0,4704.075,1
0,497.858,0,313.233,262.668,50.566,879.529,251.373,201.287,114.02,0,95.378,1084.4,3371.019,558.002,389.054,1657.503,0,0,0,0,0,0,0,0,756.401,1
0,355.023,3854.135,270.381,270.381,0,795.534,247.328,79.529,16.111,169.699,0,472.814,553.353,225.678,0,610.901,0,0,0,0,0,1214.767,0,0,911.316,3
537.454,8687.415,2911.36,2416.797,754.462,830.985,497.964,280.19,248.459,103.103,1308.342,211.219,1036.767,781.452,278.363,52.653,11.026,586.415,0,683.736,0,0,0,0,0,1118.891,1
2101.81,1675.846,0,766.285,766.285,0,0,146.172,428.293,82.298,0,38.134,478.998,1365.291,193.604,85.903,843.912,107.853,0,373.343,0,513.861,0,0,0,860.855,1
3607.945,0,0,705.123,705.123,0,832.394,44.768,49.494,99.539,1012.791,0,315.953,247.716,84.762,16.211,33.126,0,0,17.373,0,0,0,0,0,1090.779,2
0,220.85,0,533.519,533.519,0,0,247.622,0,0,0,103.931,427.977,384.772,178.994,0,71.144,9.269,0,0,0,161.644,0,0,0,1308.822,1
11595.02,266.638,10173.287,941.619,762.262,179.357,1264.818,186.3,256.252,53.664,1077.825,229.859,3768.863,1565.269,551.74,318.271,0,0,0,0,0,0,0,116.289,416.656,497.14,1
0,1356.346,0,443.29,443.29,0,268.587,0,147.664,31.81,0,0,70.562,460.757,83.45,52.02,31.91,48.813,0,37.339,0,0,0,0,0,1111.13,1
0,658.025,2665.16,696.294,696.294,0,0,0,69.146,46.991,481.748,99.084,764.803,261.654,227.433,0,129.044,30.006,0,170.566,0,0,0,0,0,334.755,3
671.176,2217.762,2335.44,932.701,932.701,0,444.382,302.944,126.379,172.665,1758.012,180.336,3022.012,1586.214,333.336,604.077,20.367,146.722,0,377.315,0,92.203,0,0,0,365.698,1
2572.104,1325.491,7069.273,645.964,645.964,0,412.457,414.898,197.664,114.857,1331.322,242.633,5559.958,2091.269,869.126,544.477,42.629,60.755,0,31.718,0,0,0,0,0,1155.005,1
0,2332.053,0,863.91,863.91,0,0,440.533,84.577,140.74,1572.559,73.002,704.136,1788.962,574.046,16.244,206.468,114.189,2279.293,0,0,0,0,0,0,1139.576,1
0,966.858,0,684.554,667.65,16.904,549.803,0,449.725,46.475,0,107.534,3646.921,2511.039,314.924,49.394,388.458,59.788,0,67.169,0,0,0,0,0,1653.616,1
0,1527.129,2344.863,845.113,845.113,0,0,102.172,192.079,225.695,2856.409,199.972,1586.416,156.244,84.202,14.545,215.459,68.843,0,370.3,1866.052,290.503,0,0,0,502.979,2
0,4140.282,5230.475,293.159,293.159,0,836.077,0,101.192,87.593,1758.963,0,2202.157,1825.848,192.873,282.435,111.217,206.201,0,181.677,0,0,967.152,0,0,1397.125,1
0,687.824,2247.657,552.335,552.335,0,0,113.98,175.285,22.702,0,36.768,1220.241,533.904,138.69,14.868,261.989,39.249,0,443.257,0,432.497,0,182.031,0,622.757,1
0,20353.825,0,2084.441,765.378,658.258,0,0,255.778,95.618,868.689,159.161,1980.288,2233.818,898.956,241.867,42.425,1427.396,0,1079.258,0,0,1864.16,81.68,0,944.084,1
0,11392.802,0,652.467,652.467,0,708.199,0,121.787,77.588,869.634,0,574.782,452.048,317.503,42.227,375.089,581.228,0,314.309,0,0,0,0,0,521.38,2
0,1042.15,0,793.955,793.955,0,251.156,0,61.221,50.383,0,0,1480,690.339,521.959,30.778,1064.484,0,0,721.268,1455.147,0,0,0,0,2684.514,1
3987.722,1761.595,1504.851,538.913,538.913,0,0,132.115,48.871,0,0,152.353,1673.894,639.093,213.702,36.389,0,84.276,0,30.739,0,0,0,0,0,446.857,1
0,5661.43,0,1125.235,1125.235,0,857.313,334.773,98.848,31.794,328.092,0,1734.3,331.32,213.695,69.954,158.664,366.846,0,625.929,0,0,0,0,0,1072.269,1
0,646.241,0,262.694,262.694,0,266.642,0,50.589,125.208,1399.045,158.49,544.472,695.889,191.972,42.624,213.028,30.794,0,363.914,0,0,0,0,0,14441.859,2
111.788,456.865,1593.268,429.227,429.227,0,0,391.586,277.815,99.83,1895.706,0,441.344,754.73,473.752,108.591,0,0,940.305,181.764,0,0,0,0,0,631.047,3
0,1625.211,0,1035.615,483.721,551.894,831.007,0,294.602,0,0,65.978,803.114,363.672,84.124,0,29.073,84.253,0,195.193,0,87.426,1941.057,0,0,723.133,1
0,6060.928,0,1322.225,712.106,610.119,870.346,0,69.841,81.656,0,635.614,1758.002,1118.083,102.743,102.745,618.494,511.317,0,194.907,0,0,3530.977,0,0,44859.783,1
541.276,324.847,0,210.136,210.136,0,289.161,0,137.356,77.837,792.794,0,345.788,779.379,176.967,143.232,539.644,0,0,168.863,0,0,0,0,0,1087.405,1
191.276,4211.363,0,560.733,560.733,0,0,0,99.47,0,0,0,310.674,749.819,499.328,0,72.155,183.17,0,755.533,0,0,0,0,0,453.777,1
0,1248.932,0,907.954,487.515,420.439,0,297.438,221.454,167.696,2121.558,145.221,3617.829,905.975,105.137,37.395,321.684,62.91,0,63.33,2353.083,920.389,0,0,0,941.693,1
11191.987,4049.796,2463.184,522.31,522.31,0,0,33.603,49.539,47.799,489.714,0,33.024,38.971,14.98,0,236.279,273.914,0,17.11,0,0,0,0,0,298.771,2
0,6173.163,0,0,0,0,0,0,71.833,17.054,0,0,5627.896,1863.415,586.576,1030.222,100.436,280.651,0,66.058,0,0,0,0,0,376.552,1
0,0,0,649.806,649.806,0,0,0,154.543,14.95,0,0,663.234,0,0,0,186.3,0,0,101.619,0,0,0,0,0,4446.62,2
0,5199.184,3529.932,552.677,552.677,0,0,0,69.051,78.032,795.281,0,867.225,745.325,189.52,52.484,58.537,276.066,0,509.266,0,0,0,0,0,260.341,1
0,0,1467.896,275.945,275.945,0,0,18.068,61.385,0,0,0,168.064,323.604,250.525,19.061,0,0,0,0,0,0,0,0,0,461.448,1
0,0,0,598.263,598.263,0,1007.481,254.072,59.84,58.208,0,63.879,1754.576,1156.346,189.207,68.675,54.64,0,0,714.652,0,0,0,0,0,898.042,3
1190.026,1438.159,1330.554,592.065,592.065,0,0,44.541,145.37,32.051,330.677,33.313,644.342,560.637,69.172,46.023,19.565,66.922,0,31.251,0,0,0,0,0,731.494,1
1127.373,752.039,0,437.633,437.633,0,0,242.353,120.829,26.251,338.402,67.486,581.1,449.616,179.612,0,373.767,0,0,0,0,386.552,0,0,0,1299.346,3
0,1844.367,0,595.035,595.035,0,0,0,39.424,15.798,166.476,0,247.906,366.267,248.2,0,283.397,92.528,0,0,0,0,0,0,0,353.498,1
5813.032,4235.875,4005.093,1832.771,1176.446,656.325,0,188.831,207.438,47.332,485.172,0,1551.236,3009.8,301.775,887.719,118.491,274.356,0,408.035,0,0,0,0,0,1066.295,3
447.307,511.158,0,524.972,524.972,0,0,190.771,207.157,32.317,333.332,154.003,556.049,216.946,159.072,0,7.609,24.303,0,17.491,0,0,0,0,0,522.9,1
10025.186,2252.663,2924.337,323.024,323.024,0,297.378,513.881,199.401,44.182,497.696,0,59.664,453.681,175.045,0,181.744,115.086,0,183.018,0,0,0,0,0,616.609,3
0,6117.672,2314.014,581.933,581.933,0,0,0,247.395,51.317,654.657,66.272,838.982,2197.693,541.873,61.492,208.526,445.771,0,627.786,0,0,0,0,0,1507.272,3
239.126,3536.22,4453.889,219.202,219.202,0,475.061,160.901,34.012,56.02,1127.015,162.583,947.115,923.075,153.252,194.585,2.92,117.633,0,207.264,0,0,0,0,0,1123.489,3
0,533.302,0,512.045,512.045,0,0,0,0,0,0,30.965,70.057,0,0,0,23.513,0,0,0,0,0,0,0,0,561.976,1
6113.718,11977.978,3112.972,1213.677,589.207,624.471,0,594.129,152.071,51.537,1037.946,96.327,435.777,1124.993,192.649,103.503,121.412,781.611,0,1047.337,0,0,1762.663,0,0,9780.57,1
0,230.719,0,570.422,570.422,0,0,223.458,71.193,0,0,0,537.509,51.871,52.085,0,44.483,0,0,0,0,52.888,0,0,0,404.899,1
0,3589.764,0,613.032,613.032,0,802.851,527.937,0,166.536,1688.678,215.353,1485.841,339.378,84.649,78.517,0,201.718,0,358.671,0,0,0,0,0,1353.543,3
10738.845,655.429,3372.1,434.368,434.368,0,0,139.696,99.009,238.704,1614.072,33.189,181.943,254.336,114.575,42.261,0,0,0,41.986,515.147,0,0,0,0,1058.794,3
613.054,540.08,1484.579,738.3,738.3,0,0,68.974,19.094,106.838,1357.046,93.27,947.458,342.917,170.496,29.962,17.298,25.605,0,314.487,452.947,236.8,0,0,0,375.739,2
693.92,196.527,1352.828,237.542,237.542,0,0,160.585,114.497,0,0,150.493,313.611,66.481,36.353,30.128,11.489,8.317,0,0,0,0,0,0,0,283.709,1
0,4686.333,0,589.329,589.329,0,0,99.62,48.63,50.333,514.865,98.411,2609.941,645.579,115.759,69.813,81.482,225.839,0,370.137,0,0,0,0,0,870.13,1
5985.026,2351.508,0,218.536,218.536,0,0,0,99.975,25.767,0,0,421.313,1318.377,320.526,182.374,0,0,0,18.723,0,0,0,0,0,1041.677,1
2617.714,174.936,2780.4,261.352,261.352,0,0,586.807,96.152,0,0,0,110.316,455.495,170.442,14.539,46.366,0,0,0,0,0,0,0,0,570.462,2
0,1059.874,0,505.485,505.485,0,288.046,0,38.376,65.644,737.126,0,1276.997,1272.517,955.523,167.127,0,0,0,226.829,0,0,0,0,0,782.772,3
720,1147.767,4039.956,747.102,538.432,208.669,0,488.158,59.2,75.401,959.047,33.042,537.217,591.022,165.361,99.42,451.463,0,0,30.618,510.289,0,0,0,0,711.208,1
9544.037,1208.147,3710.694,716.833,716.833,0,246.329,73.961,151.012,67.273,855.364,67.824,1734.613,993.597,191.618,52.993,178.959,62.138,0,686.52,0,338.534,1940.481,0,0,3445.6,1
0,1255.678,0,1372.839,523.72,305.329,266.284,154.501,60.395,49.876,510.519,96.335,1227.261,760.804,115.785,85.29,957.152,71.759,0,54.775,938.776,0,0,246.571,886.431,571.044,3
4886.931,671.482,5349.256,501.166,217.549,283.617,0,197.062,69.686,57.723,1162.077,35.267,230.653,913.763,115.045,52.802,19.713,0,0,17.367,0,0,0,465.991,1669.81,1496.052,3
6564.095,507.912,4727.186,593.892,593.892,0,489.842,130.276,207.992,54.141,551.892,101.451,3266.135,518.226,281.882,0,111.995,24.53,0,0,0,0,0,0,0,1084.467,1
0,2696.964,0,851.695,851.695,0,0,0,118.881,63.918,813.865,31.3,460.422,768.39,496.575,52.627,125.682,121.095,0,435.429,0,0,0,0,0,426.49,1
361.872,4358.266,2738.669,1055.427,1055.427,0,264.081,272.549,138.324,113.771,1443.175,94.782,439.76,428.009,177.857,36.381,6.583,243.67,0,287.842,0,0,0,0,0,831.01,1
644.338,5641.568,0,1942.857,1290.887,651.969,0,129.919,103.071,70.295,893.936,100.775,1900.152,1518.39,162.858,78.711,185.663,262.249,0,360.191,0,235.326,0,0,0,6496.234,1
70.923,2210.919,1036.708,522.223,522.223,0,0,0,48.392,0,0,0,74.089,229.613,189.691,15.569,1.142,99.801,0,0,0,0,0,0,0,360.352,1
0,1173.145,0,734.025,734.025,0,0,0,0,0,0,0,269.592,878.331,54.477,54.567,18.573,57.6,0,0,0,0,0,0,0,4326.794,1
2819.962,354.937,12791.992,233.367,233.367,0,0,244.7,0,32.083,362.487,0,347.84,374.66,33.809,0,45.323,15.54,0,0,0,163.303,0,0,0,588.806,1
0,780.882,4734.511,532.591,532.591,0,0,0,242.137,73.395,745.583,71.097,3099.915,586.645,308.266,0,147.266,27.773,0,34.98,0,0,0,0,0,530.089,2
0,392.479,7019.715,531.369,531.369,0,439.883,153.163,167.988,79.025,707.86,0,937.837,846.788,668.914,177.268,168.88,0,0,192.745,0,0,0,0,0,941.536,3
0,4097.924,0,699.123,699.123,0,0,0,19.76,47.534,487.011,37.376,773.551,108.204,84.378,0,114.587,206,0,404.522,0,0,0,0,0,511.304,1
1418.8,0,2204.026,476.406,476.406,0,0,74.46,48.224,15.783,0,0,336.021,149.152,110.306,14.964,0,0,0,41.695,0,0,0,0,0,477.433,1
0,135.536,0,772.847,772.847,0,0,0,51.208,8.407,0,39.014,547.013,496.313,148.452,0,0,0,0,0,0,0,0,0,0,2396.096,1
0,424.747,0,461.039,311.292,149.747,450.463,0,79.85,0,0,0,467.926,832.836,474.501,16.421,269.731,20.308,911.823,0,0,0,0,0,0,1057.279,3
2375.192,0,1592.261,796.554,796.554,0,0,125.343,39.052,15.873,324.765,0,737.028,0,0,0,0,0,0,0,0,0,0,0,0,778.666,1
335.693,78.983,673.787,492.219,492.219,0,0,41.599,36.762,0,0,57.991,310.993,598.861,291.334,213.364,4.122,0,0,0,0,0,0,0,0,308.777,1
0,893.509,0,789.916,789.916,0,539.082,0,102.41,33.396,0,99.122,867.571,901.704,184.635,134.366,739.89,41.837,0,681.322,0,540.551,1960.865,0,0,1170.968,1
0,0,0,646.124,646.124,0,0,0,51.786,17.487,183.958,33.185,692.223,486.78,134.694,21.435,31.625,0,0,18.634,0,298.385,0,0,0,1766.33,3
0,697.223,0,775.094,492.649,282.445,566.129,589.884,103.049,34.866,704.489,160.975,1441.189,607.106,106.923,20.993,334.808,34.288,0,97.454,0,0,0,0,0,761.141,2
0,7833.737,2229.08,702.578,702.578,0,0,162.454,139.017,16.023,168.813,33.298,1339.463,469.309,114.65,15.783,57.434,428.167,0,59.521,0,0,2100.12,0,0,525.743,1
0,547.681,0,1639.348,577.788,562.714,0,192.467,144.101,60.934,0,200.54,1870.72,906.266,186.95,15.554,573.159,37.901,0,255.919,0,355.721,0,0,0,1394.876,3
186.154,0,0,260.454,260.454,0,0,0,56.922,112.627,1257.312,0,72.754,1970.784,204.868,216.593,58.447,0,1153.531,0,0,0,0,0,0,647.599,1
2863.661,654.216,2886.635,522.704,522.704,0,0,219.353,192.809,0,0,0,115.813,320.647,189.79,0,0,0,0,0,0,0,0,0,0,444.163,1
2190.279,482.348,2013.848,608.001,608.001,0,0,0,48.669,8.244,0,125.509,1006.071,0,0,0,58.491,0,0,0,0,49.953,0,0,0,781.167,1
0,2171.733,2507.229,787.542,742.951,44.591,0,272.848,67.495,45.478,583.347,91.223,1349.223,745.406,83.343,25.417,160.673,91.656,0,231.025,0,0,0,0,0,1223.418,1
566.431,5819.834,2546.424,2446.783,699.842,873.956,714.274,310.652,393.594,15.888,325.106,37.32,1365.251,790.097,213.188,84.192,11.309,386.384,0,521.833,0,0,0,0,0,1249.727,1
1185.099,6847.249,1950.569,1679.402,851.334,828.068,0,284.614,158.352,24.092,489.228,156.237,2976.001,1354.426,674.729,110.425,21.004,476.961,0,640.374,0,0,290.981,0,0,1540.885,1
0,0,0,1153.599,750.494,403.105,816.914,0,39.49,7.984,166.795,37.311,1215.939,135.49,14.971,0,105.244,0,0,208.678,0,0,0,0,0,2657.557,3
768.02,2114.906,0,1414.83,1414.83,0,438.783,463.99,145.031,53.647,1081.412,100.743,869.089,127.09,102.744,0,270.335,107.491,0,867.122,0,235.144,0,0,0,371.34,1
215.968,0,0,498.97,498.97,0,0,0,48.107,0,0,0,392.777,73.527,39.881,0,3.174,0,0,0,0,0,0,0,0,271.177,1
0,0,547.882,347.452,347.452,0,0,0,93.553,28.26,292.587,0,140.838,452.149,126.929,0,0,0,0,0,0,0,0,0,0,303.566,1
0,0,5517.115,213.115,213.115,0,0,174.438,10.059,17.456,0,0,701.085,82.176,52.958,14.659,0,0,0,420.719,0,0,0,0,0,731.818,3
0,494.913,0,440.32,440.32,0,0,0,0,0,0,0,1112.854,489.023,359.674,0,0,21.32,0,0,0,0,0,0,0,787.543,1
0,0,0,571.755,571.755,0,0,0,50.749,25.223,0,159.136,972.208,174.863,42.306,15.135,47.353,0,0,18.105,0,0,0,0,0,7322.91,1
3007.708,170.102,2205.554,439.211,439.211,0,0,190.246,135.977,47.451,606.965,0,958.278,497.867,98.902,125.734,0,0,0,193.86,0,0,0,0,0,482.781,3
0,390.44,0,527.049,527.049,0,0,105.965,65.467,12.276,161.859,0,430.611,151.541,113.353,0,92.145,18.02,0,37.39,0,0,0,0,0,440.451,1
346.155,0,1448.302,709.603,709.603,0,0,445.134,65.235,0,0,117.058,1356.644,759.706,307.624,51.884,5.932,0,0,0,0,0,0,0,0,391.159,1
2291.101,582.188,2874.429,562.432,562.432,0,0,137.413,29.012,38.341,490.974,66.382,1400.484,629.136,190.044,190.044,39.172,26.8,0,317.78,0,0,0,0,0,218.358,1
6014.151,4240.129,6563.569,851.463,761.952,89.511,0,95.992,58.413,83.301,1407.711,0,1215.713,834.92,294.035,167.37,65.007,190.887,0,523.851,0,103.317,0,0,0,2191.627,3
0,325.313,849.513,560.259,560.259,0,0,98.614,18.737,0,0,36.298,75.822,250.716,110.019,95.622,5.419,14.398,0,0,0,0,0,0,0,467.337,1
989.501,2348.37,1951.943,269.371,269.371,0,0,66.819,0,31.671,0,0,160.513,141.955,114.44,0,17.883,128.884,0,291.423,0,0,0,0,0,436.671,1
0,1324.536,0,493.152,493.152,0,1003.172,0,205.097,45.946,0,237.199,4115.074,1374.58,645.403,134.378,1230.606,79.81,0,254.435,0,0,0,0,0,2013.792,3
4332.539,3257.428,5811.292,1645.009,872.152,772.857,1081.059,0,155.172,58.246,739.708,70.618,3520.798,462.912,85.278,0,238.943,166.031,0,743.172,2012.789,743.003,0,0,0,3055.576,1
414.3,253.98,0,1377.258,698.613,678.645,0,138.968,98.698,25.295,326.303,209.042,321.92,543.809,52.358,84.01,85.387,0,750.345,86.554,1101.403,0,0,0,0,1063.537,1
0,894.632,0,545.412,545.412,0,444.416,214.78,58.93,47.179,0,65.539,1270.885,160.894,84.229,0,403.287,48.842,0,290.05,0,255.255,0,0,0,948.518,1
9962.372,3666.58,0,2071.56,606.357,646.506,0,0,0,70.622,0,684.953,4431.914,1025.834,237.692,0,269.471,306.283,0,345.956,3190.84,1488.408,1698.548,39.244,0,17334.378,3
0,601.005,0,617.286,617.286,0,0,25.863,51.006,0,0,0,1164.827,983.72,393.447,0,25.292,0,0,0,0,0,0,0,0,1829.367,1
4368.099,3167.72,0,787.657,787.657,0,0,120.051,70.269,29.664,0,97.057,789.561,1006.857,112.685,112.727,182.143,185.017,0,410.846,0,0,0,0,0,809.053,1
0,808.872,0,544.867,544.867,0,0,0,100.149,32.732,337.633,67.269,498.022,120.025,52.867,14.642,592.377,40.322,0,44.413,0,0,0,0,0,815.358,2
0,225.657,0,506.002,506.002,0,0,31.373,140.401,0,0,103.53,630.79,15.716,15.716,0,17.165,10.325,0,0,0,0,0,0,0,636.041,2
0,0,0,716.076,716.076,0,0,0,45.736,37.27,1185.557,0,179.968,434.097,76.833,76.753,0,0,0,0,0,0,0,0,0,855.263,1
397.631,575.869,0,1053.306,697.332,355.974,0,0,137.549,23.74,482.168,150.938,1905.89,534.331,129.422,84.207,196.887,29.243,0,400.233,0,0,1081.113,0,0,295.926,1
0,1256.699,1339.602,689.754,689.754,0,0,168.103,67.98,15.241,0,0,1189.162,228.069,52.32,0,169.307,0,0,27.139,0,0,0,0,0,564.44,1
0,3755.089,0,1844.167,952.732,586.881,0,120.138,70.128,16.336,171.991,422.351,1048.332,1694.503,230.036,116.931,0,0,0,0,0,555.11,307.444,0,0,940.122,1
0,279.41,0,430.483,430.483,0,0,369.077,176.933,0,0,0,220.145,2385.083,260.941,159.313,44.445,11.951,0,0,0,0,0,0,0,411.663,2
3663.797,4086.973,2897.074,528.193,528.193,0,416.026,51.017,59.971,75.578,342.603,0,129.38,1104.827,228.624,274.922,151.356,0,0,47.728,0,0,0,0,0,686.524,2
8292.601,420.051,2043.834,494.273,494.273,0,414.709,55.298,19.235,45.233,509.257,38.101,884.102,174.863,41.933,15.009,132.379,18.177,0,17.65,0,0,0,0,0,441.531,1
0,0,0,271.947,271.947,0,469.515,0,0,0,0,0,2395.431,367.448,263.951,0,544.006,0,0,0,0,0,0,0,0,641.654,1
739.353,0,0,475.942,475.942,0,0,176.862,95.7,70.328,788.091,150.389,413.104,424.292,114.022,41.667,12.24,0,0,295.526,0,0,0,0,0,683.291,1
868.521,1368.894,0,974.076,589.404,384.671,781.823,299.08,98.623,39.937,645.206,31.096,1846.672,1993.003,539.88,129.474,547.695,92.231,0,414.38,0,0,0,0,0,640.194,2
349.017,807.511,0,487.415,487.415,0,0,20.359,38.965,0,0,0,90.77,1234.04,503.552,503.552,5.199,34.257,0,207.942,0,0,0,0,0,1281.391,1
352.362,2830.052,2375.944,1062.911,1048.033,14.878,269.244,0,118.392,31.442,165.772,0,342.649,500.445,25.648,14.53,0,127.519,0,374.4,0,0,0,0,0,1082.152,3
1462.345,601.963,3133.516,261.026,261.026,0,0,88.383,57.768,0,0,0,413.828,2341.594,878.997,664.591,26.156,28.663,0,0,0,0,0,0,0,400.395,1
917.819,6996.404,6070.237,1482.71,770.138,712.572,0,293.914,50.946,56.72,721.634,98.818,754.416,446.338,192.636,69.943,15.046,317.099,0,1245.132,0,0,2021.933,0,0,3993.423,1
3085.17,705.36,4732.383,711.739,711.739,0,0,87.202,38.893,0,0,0,3670.529,419.737,29.805,0,0,0,0,0,0,0,0,0,0,478.987,1
0,0,788.749,437.562,437.562,0,0,119.225,144.623,22.435,0,64.877,311.176,0,0,0,73.186,0,0,16.764,1005.563,0,0,273.089,938.467,741.303,3
0,0,8655.75,706.956,706.956,0,535.761,248.333,0,0,0,0,91.703,1527.949,685.819,477.287,0,0,0,0,0,363.083,0,0,0,1132.463,1
7928.945,0,4019.509,1535.713,777.644,758.069,0,577.894,196.076,114.862,2192.668,602.643,4687.195,433.964,312.765,0,161.859,0,0,172.435,0,703.076,0,0,0,888.612,1
2366.874,556.438,4032.743,537.341,537.341,0,0,605.22,203.453,76.844,783.744,150.796,368.975,1115.737,537.788,164.511,0,25.967,0,542.47,501.202,244.778,0,0,0,718.229,1
957.467,186.603,2098.284,438.973,438.973,0,0,235.181,67.024,0,0,93.85,519.727,465.461,264.723,0,18.73,8.152,0,0,0,0,0,0,0,641.393,1
3450.578,1305.615,2804.063,575.331,575.331,0,758.247,494.788,123.458,58.58,657.644,125.751,508.868,461.792,268.023,0,45.226,34.993,0,441.094,0,0,0,0,0,2028.264,3
0,1156.086,0,1596.406,985.748,610.658,0,0,267.752,66.649,1151.808,0,1357.673,725.103,308.438,187.951,95.221,52.854,0,36.728,0,0,0,0,0,348.353,1
0,807.502,0,210.143,210.143,0,0,0,9.932,10.084,0,0,98.012,172.987,148.647,0,0,39.748,0,0,0,0,0,0,0,610.525,1
3936.041,3162.015,2395.159,244.403,244.403,0,0,415.581,135.556,0,0,35.433,499.561,537.997,64.496,64.496,69.675,136.55,0,192.689,0,0,0,0,0,1625.735,2
0,2178.943,8175.99,1138.34,760.073,316.611,277.384,402.277,50.289,102.634,1041.661,38.43,1394.333,1904.244,467.173,110.701,415.014,115.609,0,699.748,0,0,1689.932,0,0,493.063,1
654.27,248.039,2754.235,795.908,795.908,0,0,192.285,195.506,181.631,3062.832,121.494,794.77,297.857,110.294,0,0,0,0,410.862,0,0,0,0,0,1403.095,1
0,839.606,0,531.218,531.218,0,0,0,0,108.062,0,92.935,525.149,228.655,113.613,0,182.803,47.717,0,0,0,0,0,0,0,258.032,1
0,151.77,0,529.039,529.039,0,0,0,37.653,0,0,0,175.465,1069.05,434.051,434.051,43.07,0,0,0,246.341,27.796,0,0,0,322.845,1
221.282,1765.237,0,793.882,793.882,0,455.918,0,273.916,94.126,0,215.84,1107.567,909.38,52.237,36.157,193.552,86.886,0,28.537,642.053,285.394,0,0,0,1392.66,1
0,1083.638,1369.312,1103.998,1103.998,0,0,0,48.959,30.714,0,0,1220.639,360.24,265.552,0,138.443,52.786,0,15.6,0,0,0,0,0,395.53,3
0,0,0,178.439,178.439,0,0,355.145,0,0,0,0,100.443,862.73,735.074,0,46.026,0,0,0,0,0,0,0,0,2015.348,1
2854.959,1831.543,0,721.618,721.618,0,0,0,516.797,335.577,0,0,1178.559,965.14,396.826,0,924.797,0,0,204.378,2469.531,0,0,0,0,897.465,1
19372.044,583.259,7210.32,280.944,210.837,70.107,264.515,644.923,198.093,0,0,181.474,1011.746,735.814,313.166,52.593,546.303,0,0,316.399,0,0,1164.035,0,0,1409.365,3
0,6897.782,0,753.81,753.81,0,0,430.396,99.109,25.536,329.347,66.355,2918.031,505.666,139.947,52.601,187.665,394.838,0,592.415,0,0,0,0,0,453.05,1
0,844.204,0,567.481,567.481,0,316.504,0,55.328,116.396,2349.896,219.828,775.047,1185.406,243.478,109.73,195.237,39.561,0,227.948,0,0,0,0,0,1642.663,2
0,3960.424,0,1304.671,643.377,661.294,973.098,0,183.04,16.479,0,0,683.694,1008.466,518.408,118.565,207.556,216.106,0,65.166,0,0,0,0,0,1172.093,3
0,3126.403,0,804.829,441.572,363.258,822.398,0,30.647,56.002,713.955,130.965,1373.889,1713.145,154.676,118.323,260.973,153.527,0,942.673,0,0,0,0,0,5993.398,1
0,644.518,1560.015,452.452,215.745,236.707,0,299.535,67.876,29.336,303.818,0,669.412,615.754,175.241,35.921,38.562,0,0,136.824,472.314,0,0,0,0,690.388,2
471.114,1154.328,2732.417,1079.867,705.028,374.839,345.361,384.609,205.729,46.463,476.534,0,900.164,287.483,76.683,76.672,292.966,60.341,0,524.66,1287.769,0,0,0,0,618.973,3
7610.179,1389.118,5824.153,933.474,933.474,0,263.978,297.629,78.759,197.992,3131.545,0,1241.146,212.589,88.384,0,113.6,66.373,0,308.637,0,0,0,0,0,533.877,1
0,1807.071,0,735.893,735.893,0,0,248.563,50.51,67.663,861.514,0,660.951,737.753,116.203,116.266,123.757,83.682,0,18.809,364.258,0,0,0,0,13327.453,1
0,2920.11,0,548.867,548.867,0,847.704,0,164.05,68.935,703.054,99.528,1331.691,854.369,557.093,77.165,376.67,139.657,0,221.41,0,0,0,0,0,8692.976,1
0,0,0,219.885,219.885,0,1153.874,0,102.107,117.63,0,189.678,641.558,1245.133,189.375,183.285,1178.998,0,0,207.857,0,0,0,0,0,5621.672,2
1911.159,1183.611,0,749.775,749.775,0,0,0,132.985,101.535,0,0,1258.504,683.455,110.293,42.199,43.819,0,0,171.971,0,0,0,0,0,1867.364,1
