KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,location
0,773.607,5706.923,556.68,556.68,0,882.361,405.615,53.825,217.37,2199.2,0,794.118,673.656,565.069,0,80.257,34.01,0,1163.923,0,0,0,0,0,363.418,3
4589.508,720.825,3995.095,1747.006,556.124,1190.882,0,316.77,59.256,31.762,642.863,62.325,442.294,617.419,189.659,52.516,0,36.546,0,336.507,1338.602,0,0,0,0,992.9,2
595.523,301.125,0,434.335,434.335,0,843.274,343.632,146.2,0,0,0,1470.163,387.144,289.865,0,98.99,0,0,0,0,0,0,0,0,598.689,3
0,3505.074,3840.213,3055.328,814.458,606.043,0,135.728,53.28,330.926,4175.87,0,6072.031,1330.047,194.067,255.34,751.131,192.912,0,0,0,0,1916.931,0,0,762.527,2
2835.234,7361.925,4991.587,951.82,951.82,0,268.635,166.186,304.716,33.823,348.102,67.909,1246.925,1071.625,467.981,36.894,0,408.845,0,815.85,0,0,0,0,0,1044.762,1
1217.256,4806.716,1828.591,546.616,546.616,0,0,455.939,412.676,50.968,521.33,0,270.661,656.157,553.203,0,0,233.343,0,69.685,0,0,0,0,0,639.911,1
1071.255,5831.085,0,463.701,463.701,0,806.21,0,277.797,32.253,0,0,1663.5,155.021,33.088,0,115.631,257.738,0,612.773,0,0,0,0,0,723.413,3
0,0,0,587.528,587.528,0,0,208.289,72.213,125.739,2518.657,380.876,11259.159,887.68,191.607,15.895,276.957,0,0,0,0,0,0,0,0,1947.75,3
1984.125,9694.355,7079.421,713.66,713.66,0,0,205.043,71.57,35.461,364.035,39.335,3395.846,543.464,318.517,53.281,0,420.081,0,432.286,0,0,0,0,0,1238.291,1
0,1113.589,0,821.678,443.735,377.943,546.227,367.353,30.179,84.829,1875.793,0,1408.747,956.173,547.038,36.63,659.083,57.437,0,0,1092.616,0,0,0,0,1096.099,2
0,400.852,0,266.462,266.462,0,0,95.57,84.808,110.605,1234.187,108.318,2454.742,586.332,195.246,42.754,47.564,17.554,0,0,0,172.727,0,0,0,478.086,1
0,1894.132,0,591.465,591.465,0,628.853,259.371,99.727,49.129,989.966,0,3715.737,1133.368,178.481,84.634,198.94,93.345,0,0,0,0,0,0,0,770.061,2
0,0,0,962.703,592.177,370.526,0,456.841,145.387,45.067,907.164,227.643,3605.785,615.351,111.618,115.791,79.303,0,0,248.3,0,0,0,0,0,10921.925,1
0,353.863,0,565.887,565.887,0,0,232.579,123.975,74.763,946.703,0,324.25,613.316,216.684,14.139,116.851,16.724,0,0,0,0,0,0,0,502.944,2
0,557.938,0,625.827,318.349,307.478,281.177,123.428,48.274,36.975,745.595,0,295.029,808.42,111.427,82.104,390.53,34.653,0,37.246,959.414,159.5,0,0,0,521.175,2
428.552,1227.109,0,856.031,856.031,0,0,0,48.317,59.157,604.29,146.201,672.594,384.034,51.854,83.161,11.813,0,0,0,428.541,270.298,788.681,0,0,981.841,1
0,963.858,0,495.992,495.992,0,0,0,151.4,0,0,160.018,423.131,766.953,197.159,87.146,13.285,41.638,0,245.852,0,0,0,0,0,570.873,1
0,1764.913,0,246.487,246.487,0,0,0,67.821,14.972,173.279,64.188,3030.101,553.609,235.984,15.057,275.629,94.765,0,195.998,0,0,0,0,0,693.746,1
0,118.124,0,233.684,233.684,0,0,0,0,0,0,0,1370.205,0,0,0,43.706,0,0,0,0,0,0,0,0,476.646,1
0,0,0,218.795,218.795,0,0,1057.987,631.144,0,0,0,745.97,1215.562,173.73,238.4,339.51,0,0,17.647,0,0,0,0,0,1271.02,1
0,2761.592,0,1024.032,1024.032,0,0,101.321,221.05,30.083,386.497,139.345,1367.312,805.589,331.122,93.141,205.637,131.38,0,85.653,0,0,0,0,0,1122.176,1
236.824,654.541,0,698.642,698.642,0,263.813,155.648,9.864,10.007,166.897,0,1770.687,59.22,35.377,0,5.981,29.074,0,0,0,0,0,0,0,680.192,3
178.59,579.099,0,524.48,524.48,0,0,0,28.547,28.762,297.759,58.403,836.433,431.462,296.381,0,109.637,28.125,0,13.264,0,0,0,0,0,562.597,1
0,1097.563,0,826.776,826.776,0,264.854,0,128.917,127.627,1618.041,210.466,1394.926,591.414,189.99,36.4,432.388,54.88,0,0,515.83,454.279,0,0,0,858.038,1
6521.089,2479.048,5207.683,211.44,211.44,0,0,143.557,151.705,110.438,1399.863,0,1402.639,1202.767,550.006,111.692,109.09,114.185,0,196.545,0,0,0,0,0,974.944,1
3029.394,1860.006,0,557.13,557.13,0,0,0,206.727,16.044,169.058,0,160.825,351.54,336.18,15.36,47.589,79.199,0,0,0,0,0,0,0,412.488,2
0,1394.123,0,1080.405,794.188,286.218,309.873,0,70.623,42.497,0,104.051,2743.613,648.089,117.488,47.066,366.415,76.897,0,259.035,0,530.877,0,0,0,2576.798,1
0,789.129,0,1163.561,1163.561,0,0,116.318,293.963,38.016,0,93.316,290.564,829.781,187.903,52.071,406.95,45.249,0,286.203,0,404.221,0,0,0,1912.665,1
0,3404.006,3011.481,577.356,577.356,0,0,71.397,29.195,16.387,172.477,0,521.529,218.323,102.42,15.651,0,156.378,0,0,0,0,0,0,0,353.793,1
0,2943.42,2127.972,726.648,557.232,169.416,0,0,66.631,40.016,646.498,94.819,1762,1316.886,353.54,84.251,426.16,174.241,0,49.799,0,0,0,0,0,506.661,1
0,4910.161,0,1523.957,541.24,982.717,0,82.356,102.637,46.43,889.394,66.12,2624.217,3298.755,831.688,319.754,172.047,228.41,0,1151.934,0,0,1688.193,596.752,2157.339,815.276,3
2755.637,0,4626.077,600.901,600.901,0,1584.647,620.982,0,17.263,179.641,68.153,755.133,84.34,59.688,0,44.524,0,0,0,0,0,0,0,0,733.703,2
0,2851.394,0,860.822,583.071,277.751,0,0,138.561,48.247,0,66.263,313.575,791.16,114.571,14.574,891.273,146.436,0,0,171.579,442.982,0,0,0,809.598,1
0,526.329,0,415.406,415.406,0,274.743,537.151,76.106,100.375,1022.297,0,544.195,1007.639,293.755,16.422,0,0,0,36.046,0,0,0,0,0,2620.715,1
0,2061.216,2721.375,295.369,295.369,0,0,80.391,24.523,30.968,0,0,207.547,1207.831,383.917,383.917,0,0,0,0,0,0,0,0,0,465.446,1
2007.519,437.214,1691.368,464.815,464.815,0,0,0,0,0,0,0,145.388,333.028,177.876,0,0,0,0,0,0,0,0,0,0,155.669,1
328.742,0,1840.553,1054.828,742.578,312.251,0,151.161,66.036,43.03,553.982,61.006,1771.522,1153.258,371.28,186.587,305.274,0,0,236.351,1289.631,0,902.585,0,0,739.119,3
0,1515.498,0,444.414,444.414,0,0,273.147,107.394,77.356,981.372,206.154,2858.874,648.578,231.539,47.015,296.948,82.427,0,64.294,0,0,0,0,0,734.045,1
0,0,0,426.923,426.923,0,0,143.309,64.286,46.169,589.815,0,810.489,593.374,296.805,75.491,90.326,0,856.612,0,0,118.821,0,0,0,538.926,1
0,396.966,0,734.158,734.158,0,277.419,346.165,376.685,0,0,100.001,467.359,817.539,188.83,0,261.201,0,0,103.653,0,0,0,0,0,1048.537,2
0,530.163,0,861.557,861.557,0,0,0,136.275,8.113,0,0,654.728,944.564,281.786,460.644,0,23.941,0,0,0,0,0,0,0,1232.385,1
0,0,0,822.42,822.42,0,0,0,95.919,76.456,0,0,362.644,238.162,125.713,0,110.701,0,804.458,204.358,0,0,0,0,0,356.728,1
0,386.694,0,673.751,673.751,0,0,0,67.311,15.205,0,0,752.009,252.866,109.25,0,98.42,25.547,0,36.496,0,149.609,0,0,0,425.762,1
0,0,2630.297,1062.314,649.901,412.413,286.429,199.76,288.536,73.046,746.399,0,1287.159,784.602,664.478,0,451.13,0,0,40.613,0,492.025,0,0,0,1148.422,1
0,4984.004,0,1046.429,1046.429,0,282.456,406.378,159.689,133.766,1359.238,146.076,500.564,200.275,95.896,0,706.169,228.961,0,734.005,0,0,0,0,0,2590.616,1
9592.128,4558.805,7155.905,992.365,633.327,179.338,0,318.289,60.183,25.427,0,67.489,1220.935,1649.505,303.316,35.972,233.92,372.92,0,72.614,1563.48,0,0,513.398,1849.608,11504.138,3
2136.709,0,5943.873,300.831,300.831,0,302.423,235.026,104.338,37.326,570.406,0,2467.88,1795.129,118.96,15.518,125.691,0,0,70.924,0,0,0,0,0,845.444,1
0,2254.038,0,537.475,537.475,0,0,71.789,58.532,0,0,0,37.013,463.688,103.531,67.024,0,100.649,0,20.166,0,0,0,0,0,5855.133,1
1218.962,133.031,0,260.319,260.319,0,0,69.325,66.75,0,0,0,1263.496,198.25,69.821,0,0,0,0,0,0,0,0,0,0,113.867,2
0,2286.465,6746.007,791.318,611.932,179.386,268.294,207.679,121.68,83.743,1062.177,98.389,1486.966,1710.385,229.498,309.652,268.738,111.276,0,830.838,0,0,0,0,0,782.046,3
3723.366,0,3916.796,288.419,288.419,0,0,0,117.068,0,0,0,815.737,810.574,289.475,52.444,0,0,0,0,0,116.446,0,0,0,719.594,1
515.079,1233.92,1318.713,516.504,516.504,0,0,248.598,0,52.825,595.083,89.611,1165.262,926.011,221.977,15.365,10.138,64.119,0,284.985,0,0,0,0,0,620.28,1
0,1333.649,0,578.591,578.591,0,0,104.893,29.948,0,0,0,373.968,340.235,308.492,0,99.921,58.138,0,22.382,0,0,0,0,0,2269.09,1
1853.636,0,5038.88,594.805,594.805,0,0,191.569,9.857,66.21,675.226,96.204,158.431,621.567,52.788,52.79,0,0,0,0,0,0,0,0,0,551.547,1
392.192,463.036,1420.532,738.503,738.503,0,0,0,58.135,58.328,0,235.541,1040.753,408.382,138.522,87.674,11.248,0,0,57.198,0,0,0,0,0,715.708,1
0,207.509,0,998.77,641.252,357.518,296.613,473.541,221.493,0,0,144.475,1288.94,465.36,239.729,72.758,40.6,8.86,0,0,0,282.999,0,0,0,1503.842,2
7901.05,1169.475,0,1082.658,558.814,523.844,0,0,199.404,16.3,496.353,95.884,1411.363,505.855,70.113,14.599,601.63,65.174,0,0,0,380.863,0,0,0,920.759,1
0,2326.944,0,1292.046,727.662,564.384,265.791,0,287.393,70.852,0,37.62,326.73,742.362,190.833,52.798,0,157.482,0,52.844,0,180.67,923.695,113.853,0,996.529,1
3148.485,0,1972.38,599.114,599.114,0,0,310.278,200.345,17.368,354.04,39.232,2495.222,2110.523,559.566,183.403,42.605,0,0,18.132,0,0,0,0,0,462.278,1
0,1380.65,0,738.324,443.487,294.837,0,436.926,148.576,58.759,747.767,231.367,1729.935,1614.02,718.6,120.045,420.879,84.035,0,451.727,0,0,0,0,0,5420.149,1
0,1202.345,5777.901,477.774,477.774,0,490.369,685.607,0,25.44,328.176,0,1318.03,3601.331,674.004,654.258,0,0,0,586.184,0,0,1149.045,0,0,2473.923,3
0,1746.755,0,574.366,574.366,0,0,0,31.496,77.798,795.374,0,292.096,521.84,119.205,54.518,0,77.699,0,252.362,0,0,0,0,0,372.63,1
0,688.471,0,1518.208,712.366,805.842,861.1,0,51.543,34.787,0,35.402,4779.793,559.213,116.478,53.393,1514.297,45.329,0,1237.074,0,663.147,0,0,0,839.854,3
1231.618,1323.757,11309.815,488.782,488.782,0,767.088,202.141,142.121,108.464,2537.996,218.337,323.874,296.693,52.801,14.627,499.356,79.71,0,0,3220.42,1351.31,0,0,0,16794.605,1
0,217.099,2829.436,522.794,522.794,0,0,96.58,57.911,31.423,324.44,94.832,271.614,645.348,114.254,78.087,47.026,9.91,0,17.136,0,0,0,0,0,537.693,1
0,2720.566,0,287.811,287.811,0,477.62,0,50.105,31.514,679.184,0,171.332,1035.763,228.716,36.878,1208.597,148.849,0,0,0,0,0,0,0,588.115,1
526.076,1623.873,0,1568.451,1071.507,496.944,0,245.564,151.05,52.834,673.764,67.765,1518.792,139.249,15.005,0,215.1,92.703,0,487.024,0,481.503,0,0,0,588.784,1
0,0,0,278.52,278.52,0,0,153.46,39.951,0,0,0,297.218,847.534,360.515,81.17,105.401,0,0,249.284,0,0,0,0,0,2630.444,1
0,0,0,1668.135,903.815,764.319,0,1273.719,144.017,260.305,0,286.629,1273.541,712.765,229.067,53.34,849.512,0,0,418.188,1426.753,0,0,0,0,988.254,3
3221.677,944.24,2094.339,389.693,389.693,0,0,69.51,68.294,0,0,0,411.488,435.49,183.825,0,0,0,0,0,0,0,0,0,0,342.085,1
0,2325.4,0,2592.619,1445.172,1147.447,0,177.019,149.403,136.007,1379.197,276.549,1967.911,559.426,202.931,0,38.39,138.819,0,0,0,0,0,37.569,0,5390.262,1
0,2580.804,0,541.548,541.548,0,851.777,0,72.202,31.883,361.34,0,1408.579,400.03,194.957,53.669,683.165,119.447,0,55.099,3398.543,843.703,0,0,0,504.22,2
0,374.502,0,286.825,286.825,0,294.026,140.394,46.343,64.634,659.294,0,481.061,237.505,108.662,51.861,0,0,0,148.746,581.538,0,0,0,0,329.002,2
0,4896.126,1248.756,1033.218,699.125,334.093,0,12.309,95.115,50.809,0,0,542.354,662.312,224.753,52.508,0,247.676,0,29.484,0,0,0,0,0,676.315,1
0,653.171,0,484.092,484.092,0,0,0,0,0,0,0,511.691,50.151,25.786,0,0,0,0,0,0,0,0,0,0,712.894,1
4314.629,204.399,0,518.597,518.597,0,0,142.713,240.708,151.696,1921.962,93.386,2482.313,712.806,88.375,88.374,0,0,0,174.675,0,200.071,0,0,0,902.947,2
0,197.99,0,932.925,379.418,553.507,0,110.7,58.5,111.413,1131.26,73.479,705.86,217.154,131.858,58.323,124.112,8.896,0,0,0,0,0,0,0,421.063,1
2831.283,304.063,8531.306,437.89,437.89,0,461.663,111.696,72.034,223.405,2822.382,715.806,1846.933,279.424,150.476,0,45.488,13.239,0,93.275,0,0,0,0,0,557.728,1
0,672.259,0,450.926,450.926,0,0,0,215.385,0,0,0,186.901,494.286,186.859,0,23.969,27.823,0,0,0,0,0,0,0,498.722,1
4592.787,2083.247,1630.053,774.487,774.487,0,0,39.109,69.531,8.522,0,0,269.218,183.262,84.495,0,78.365,101.109,0,0,0,0,0,0,0,336.663,1
0,253.406,692.514,686.005,686.005,0,0,120.822,44.338,38.273,491.874,54.551,259.315,639.845,389.976,76.615,9.598,27.008,0,21.441,0,69.589,0,0,0,598.642,1
0,0,0,419.213,419.213,0,0,0,277.166,180.568,1830.023,0,1454.393,644.72,35.899,87.038,0,0,0,0,0,0,0,0,0,1565.715,1
0,866.867,3220.976,694.292,694.292,0,0,202.28,117.05,70.857,902.957,0,459.262,596.252,223.445,33.32,65.897,0,0,83.591,168.655,0,541.165,0,0,1012.447,1
0,527.862,0,1340.007,563.224,387.948,843.424,378.426,210.734,67.583,1084.281,195.893,5229.848,712.462,192.169,60.986,449.604,30.554,0,661.232,0,0,0,0,0,776.679,2
0,6857.814,0,1571.186,906.559,664.627,0,228.768,61.065,16.744,176.176,0,996.004,768.405,322.227,86.295,85.424,331.621,0,1087.491,0,0,2376.738,0,0,1175.39,1
737.992,4661.326,1872.743,636.978,280.555,356.422,0,0,246.72,50.719,0,0,326.802,74.087,35.368,0,12.899,245.287,0,387.884,0,0,0,0,0,659.799,1
0,1138.255,0,751.591,751.591,0,0,266.119,41.336,9.664,559.703,134.009,177.83,1103.222,294.237,120.239,74.79,48.42,0,0,0,0,0,0,0,1847.741,1
0,1270.031,0,1216.958,967.347,249.61,0,301.376,30.573,85.934,527.451,159.91,739.56,730.745,240.832,66.066,38.658,0,0,34.612,1019.85,0,0,0,0,920.689,3
2411.816,859.852,4067.931,239.02,239.02,0,0,208.785,57.28,31.419,324.434,0,423.191,459.538,129.532,110.282,30.918,29.891,0,30.576,0,0,0,0,0,440.392,3
0,0,0,215.55,215.55,0,0,294.875,64.498,17.303,284.901,0,799.376,605.51,325.003,69.096,355.083,0,0,0,0,0,0,0,0,914.065,1
565.621,846.456,1538.53,268.852,268.852,0,0,57.249,66.52,44.85,460.592,92.448,984.668,250.54,135.446,25.619,9.582,40.121,0,260.721,0,0,0,0,0,518.445,1
1542.673,5050.559,0,1993.639,814.865,485.458,0,257.678,52.226,119.555,1922.403,0,732.813,2167.552,964.712,362.267,542.714,325.205,0,669.147,0,435.911,0,0,0,4490.24,1
0,988.322,0,1552.823,858.239,694.584,0,225.696,60.937,122.846,1555.763,97.906,5913.433,1637.067,293.593,46.417,29.661,0,0,0,351.135,0,1641.53,0,0,1063.713,3
0,4921.299,0,770.291,770.291,0,0,643.364,39.495,63.292,646.38,132.056,7203.455,531.205,225.112,52.581,241.651,301.155,0,0,0,351.521,0,0,0,787.838,2
0,890.946,0,488.999,488.999,0,0,0,70.606,94.742,1203.343,226.199,1249.251,549.027,111.305,0,838.764,43.762,0,0,2319.664,0,0,0,0,776.178,2
1527.029,444.667,0,753.592,753.592,0,0,198.731,9.538,31.877,0,95.071,1133.426,446.558,297.229,0,324.559,16.294,0,17.159,0,0,0,0,0,1140.317,1
357.178,669.456,2381.957,295.581,295.581,0,0,246.171,139.106,0,0,88.263,1956.446,2029.571,1220.844,298.862,5.958,31.109,1550.313,207.961,0,0,0,0,0,545.13,1
28.393,483.843,0,265.577,265.577,0,0,749.617,0,31.818,770.523,58.123,662.037,186.597,142.141,0,53.029,28.497,0,121.845,0,0,0,0,0,765.282,1
1896.016,1164.886,2419.308,721.289,721.289,0,0,125.013,146.143,0,0,0,915.666,42.069,14.569,0,32.941,53.99,0,405.925,0,0,0,0,0,309.438,1
0,0,0,587.638,587.638,0,0,117.139,31.539,14.393,189.19,0,480.391,419.536,87.673,0,147.413,0,0,0,0,0,0,0,0,458.664,1
0,415.171,0,267.77,267.77,0,0,108.824,0,0,0,0,867.533,156.254,65.703,0,29.14,0,0,0,0,0,0,0,0,501.176,1
576.638,2210.986,5921.566,226.488,226.488,0,458.384,207.877,98.569,54.243,438.42,105.874,411.844,1042.456,462.656,110.521,9.465,101.751,0,82.726,0,0,0,0,0,684.364,1
11858.335,1066.627,1734.535,1127.935,799.288,328.646,801.052,161.812,69.314,12.727,167.669,31.261,1321.074,581.744,189.865,52.564,0,0,0,292.127,0,0,0,0,0,1014.205,1
1647.091,357.611,0,468.379,468.379,0,0,221.997,97.731,0,0,213.116,36.177,150.719,84.679,16.891,0,0,1524.41,0,0,0,0,0,0,514.328,1
0,174.002,1305.976,514.137,514.137,0,0,0,192.804,27.08,308.099,0,565.704,507.15,179.64,142.646,186.473,0,0,0,318.193,153.399,0,0,0,805.314,3
3917.019,1364.949,6406.726,293.995,263.2,30.795,0,256.178,9.799,107.612,1200.768,215.533,1992.523,306.27,84.659,84.659,0,69.929,0,32.401,0,0,0,0,0,459.872,1
0,0,0,716.244,716.244,0,0,0,153.068,66.822,0,72.756,1873.361,513.006,131.457,33.453,75.295,0,0,0,0,0,2053.306,305.067,0,1099.86,1
0,173.774,0,549.428,549.428,0,0,0,69.627,0,0,0,96.646,492.202,144.628,80.68,0,0,0,0,0,0,0,0,0,1984.104,1
2075.829,4282.951,1182.83,878.765,878.765,0,0,116.933,69.089,47.323,484.925,66.003,522.126,567.031,101.946,14.548,37.131,229.919,0,388.158,0,0,1614.388,0,0,713.663,2
8792.942,0,3672.458,1006.892,590.646,416.247,0,320.579,150.608,13.264,174.397,37.953,142.438,591.279,115.503,15.884,163.177,0,0,31.379,2373.901,0,0,0,0,9654.844,3
2616.743,2856.997,3048.174,749.67,749.67,0,0,144.184,29.594,37.452,479.981,0,565.616,743.295,277.206,84.096,51.429,169.735,0,459.972,0,0,0,0,0,750.011,1
0,323.455,0,477.73,477.73,0,0,396.604,242.63,0,0,0,1229.997,905.524,544.19,130.133,18.397,14.341,0,327.402,0,0,0,0,0,529.843,1
3028.632,1365.539,1621.184,477.359,477.359,0,0,54.513,66.663,12.67,166.953,69.953,300.553,597.318,224.45,52.45,51.087,68.633,0,0,0,0,0,0,0,653.064,1
3515.096,1784.35,4970.158,270.107,270.107,0,0,182.429,173.426,163.661,1659.079,709.464,1052.495,632.363,303.967,15,0,0,0,180.587,0,0,0,0,0,285.785,3
0,2085.705,5011.132,832.327,832.327,0,1016.464,577.899,261.257,35.764,367.137,132.488,1813.957,586.207,283.158,53.249,525.565,105.358,0,219.264,0,0,0,0,0,6554.839,3
0,1447.34,0,719.585,719.585,0,0,91.762,50.401,32.823,0,0,680.185,488.332,342.23,15.791,649.348,64.675,0,19.652,593.471,0,0,0,0,284.053,1
0,7442.038,2652.133,839.411,479.41,360.001,1260.573,90.556,49.996,53.164,678.018,0,147.655,592.559,464.714,42.57,0,328.975,0,675.173,0,0,0,0,0,512.315,3
0,3313.304,0,447.871,447.871,0,0,0,51.446,34.156,0,0,1810.75,762.733,87.39,54.383,74.969,174.274,0,0,0,0,0,0,0,1001.255,1
1346.105,6659.31,3417.801,855.303,855.303,0,0,162.797,99.415,64.612,333.162,66.601,457.986,828.235,314.291,52.743,25.345,391.091,0,721.052,0,0,0,387.978,1390.187,1164.018,1
0,1084.376,0,585.867,280.664,305.203,0,249.677,21.298,37.798,478.272,56.059,1616.339,268.311,75.83,14.461,107.186,54.14,0,201.92,0,0,0,0,0,776.645,1
0,530.099,0,794.921,794.921,0,367.964,0,49.141,25.083,323.724,61.789,2216.24,462.243,80.993,45.895,62.788,0,0,49.478,1155.863,0,0,0,0,761.942,1
55.884,345.863,0,527.034,283.708,243.326,0,0,411.865,115.844,944.975,0,537.902,454.896,196.304,86.186,96.709,21.347,0,129.764,0,195.124,0,0,0,589.397,1
4241.169,4624.471,2713.871,629.484,344.434,285.051,0,117.273,207.595,57.527,646.136,0,684.271,592.894,495.334,0,58.383,252.731,0,84.873,0,0,0,0,0,395.902,1
4478.055,0,2092.738,963.36,963.36,0,0,0,255.032,69.614,709.537,0,762.363,1264.166,559.913,678.549,0,0,0,0,0,0,0,0,0,920.134,3
1641.776,11005.841,2588.658,1038.046,858.982,179.065,813.13,286.017,201.67,59.297,1193.152,126.972,2035.494,711.239,115.268,36.613,32.754,705.242,0,757.44,0,0,1656.568,0,0,1128.297,1
0,1156.713,3278.542,544.806,544.806,0,312.696,385.374,38.685,113.441,1442.737,0,1473.252,505.834,129.122,76.458,637.729,69.948,0,190.929,478.879,441.787,0,0,0,750.629,3
1482.443,1648.927,2189.982,560.586,560.586,0,0,35.145,19.637,17.294,181.737,38.503,191.982,476.049,17.374,16.264,0,75.352,0,0,0,0,0,0,0,1225.847,1
6205.338,4967.638,3931.882,1559.902,827.573,732.329,0,234.326,494.707,33.797,649.655,0,660.089,2102.618,290.345,84.352,92.587,261.618,0,0,0,438.43,0,0,0,668.716,3
942.922,2910.646,5562.467,278.142,278.142,0,0,55.216,24.669,16.275,171.331,37.672,249.375,354.881,130.066,0,17.295,108.471,0,32.57,0,0,0,0,0,667.633,3
0,684.007,2985.122,1084.407,441.876,642.531,1275.058,0,98.998,47.421,485.963,0,150.087,123.172,89.183,0,312.805,0,0,210.666,0,333.109,0,0,0,1070.085,3
1020.558,2290.329,0,1577.959,706.154,371.106,695.593,0,0,32.812,664.037,33.496,366.154,1801.278,394.124,344.296,421.611,126.297,0,359.55,1102.042,0,0,0,0,2421.684,2
0,426.688,5016.487,538.249,538.249,0,0,170.19,67.257,155.264,1575.629,123.992,963.375,573.779,114.428,84.303,139.198,20.177,0,0,0,0,0,0,0,601.992,1
12657.178,3741.128,6055.322,587.47,587.47,0,0,169.014,49.8,10.374,172.709,95.846,419.165,465.837,160.583,42.429,223.474,224.311,0,18.387,0,0,0,0,0,600.384,1
0,12138.18,0,591.169,591.169,0,464.583,298.634,102.798,202.778,2570.881,315.671,342.768,1971.311,557.528,71.588,226.291,678.248,0,995.587,0,0,0,0,0,881.373,1
1281.496,1923.638,0,1315.6,757.109,558.491,760.376,0,199.222,81.055,0,211.646,767.307,970.081,304.598,140.445,483.447,87.527,0,332.436,1439.205,386.729,0,0,0,625.206,1
5030.084,1582.297,0,886.712,701.806,184.906,264.751,0,69.39,48.303,0,210.372,3599.993,132.105,69.133,0,811.258,100.295,0,589.862,0,0,0,0,0,692.68,1
0,0,7162.551,773.568,773.568,0,827.101,565.668,199.769,89.362,998.951,0,1831.871,279.646,255.416,0,615.582,0,0,31.3,346.512,0,0,0,0,377.406,3
4963.533,1147.454,6718.003,387.754,387.754,0,0,65.262,16.52,35.668,684.671,0,89.452,457.206,280.236,60.668,61.76,40.725,0,0,0,0,0,0,0,263.513,1
0,0,0,612.46,612.46,0,0,291.066,109.402,0,0,0,84.314,647.889,44.67,55.664,0,0,0,18.593,0,0,0,0,0,1449.276,1
1258.975,4516.261,1321.464,828.43,828.43,0,792.969,0,19.845,38.407,0,0,226.702,323.914,144.519,69.2,22.387,0,0,181.45,0,0,0,0,0,754.923,1
0,2153.628,0,580.303,580.303,0,0,330.362,50.061,0,0,63.628,2575.411,544.839,279.839,104.124,82.819,101.991,0,596.192,0,0,0,0,0,291.254,1
720.553,737.845,0,547.732,547.732,0,0,56.566,19.939,16.266,0,0,70.703,422.527,130.53,0,230.426,37.787,0,0,0,158.411,0,0,0,5823.09,1
954.131,759.633,2113.6,269.203,269.203,0,0,243.652,87.728,0,0,0,426.08,293.628,269.753,0,0,32.84,0,0,0,0,0,0,0,395.506,1
115.521,411.558,0,773.671,773.671,0,0,34.879,179.207,43.166,872.775,82.002,941.541,831.41,516.322,16.72,164.91,23.433,0,110.675,0,0,0,0,0,768.683,1
10864.741,4735.635,3047.045,1507.923,945.019,562.905,0,567.656,141.679,50.592,516.992,157.88,3894.8,773.893,494.719,76.145,211.384,264.831,0,180.549,0,323.402,0,0,0,1371.437,3
0,1782.124,0,455.037,455.037,0,0,0,19.669,39.608,0,0,312.358,403.958,68.63,63.346,32.135,0,0,0,0,0,0,0,0,836.112,1
971.821,2475.669,1641.691,1370.45,554.66,815.79,0,156.381,94.449,61.541,784.045,122.212,643.531,900.288,491.697,83.879,17.545,135.959,0,423.17,439.17,0,0,0,0,518.369,1
0,3352.419,9318.796,1366.025,526.322,839.703,484.229,506.707,254.661,225.953,2155.525,0,453.85,964.352,482.298,348.302,0,0,0,198.005,0,0,0,0,0,1397.94,3
1514.248,1821.282,0,1778.441,1409.498,368.943,0,33.476,138.211,15.852,167.084,69.77,741.443,371.353,174.247,15.589,73.698,150.073,0,48.086,0,0,0,0,0,1114.542,1
6397.164,2357.222,2419.831,960.725,752.031,208.694,0,230.824,68.864,37.567,481.571,93.963,4962.234,1667.467,672.309,286.174,99.52,123.453,0,169.014,0,245.827,0,0,0,1393.282,1
0,1553.901,0,526.924,526.924,0,401.279,0,98.309,31.294,322.896,62.008,211.118,190.131,68.85,0,361.839,90.061,0,299.411,0,0,0,0,0,1101.483,1
2895.153,497,5233.105,1058.491,700.984,178.775,479.433,489.417,29.681,189.271,1122.318,410.475,84.461,134.016,48.439,0,0,31.499,0,30.922,0,90.826,0,0,0,862.5,3
3414.717,459.309,2190.031,579.715,545.93,33.785,0,13.013,24.777,15.063,174.392,0,97.148,345.396,172.706,137.473,0,0,0,0,0,0,0,0,0,141.733,3
0,1021.519,2008.72,548.671,520.598,28.073,0,184.103,137.836,48.719,498.88,0,425.117,187.255,69.23,20.836,480.54,56.303,0,0,0,0,0,0,0,971.177,1
18932.117,839.537,6985.175,1236.204,576.364,659.841,802.708,636.138,140.019,41.563,837.997,125.549,2935.531,1438.249,356.028,115.063,443.034,50.388,0,627.853,0,0,0,463.831,1661.596,650.219,3
0,2472.191,0,1112.11,933.628,178.482,0,0,138.205,42.118,0,0,2730.476,1139.305,114.398,45.927,85.147,128.571,0,415.072,0,0,0,0,0,1116.871,1
0,1427.542,1494.352,1020.327,295.508,724.819,0,178.478,56.967,15.673,0,0,663.825,632.451,177.1,177.1,61.497,54.237,0,282.947,0,0,0,0,0,501.953,3
